"subject" "activity" "featDomain" "featAcceleration" "featInstrument" "featJerk" "featMagnitude" "featVariable" "featAxis" "count" "average"
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 49 0.0908402087020408
22 "WALKING_DOWNSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 49 0.216587961016327
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 49 -0.141447917573469
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 49 -0.357836152408163
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 49 -0.0867479930938776
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 49 -0.371877415612245
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 49 -0.449268018571429
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 49 -0.414746271632653
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 49 -0.32200393544898
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 49 -0.373087379836735
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 49 -0.386596324795918
22 "WALKING_DOWNSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 49 -0.351532829081633
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 49 0.11494003725102
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 49 0.27879827577551
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 49 -0.13109699777551
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 49 0.0185544614571429
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 49 0.16814698344898
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 49 -0.162002614520408
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 49 0.294590616934694
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 49 -0.0207026181685714
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 49 0.13269366484898
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 49 0.0956278935061224
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 49 -0.271334141265306
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 49 0.0393348017693878
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 49 0.0823134484693877
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 49 -0.411792118163265
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 49 0.221834837961224
22 "WALKING_DOWNSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 49 0.225332624071429
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 65 -0.0628142867384615
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 65 -0.0282613188138462
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 65 0.0817392945230769
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 65 -0.438914645684615
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 65 -0.235121751703077
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 65 -0.153671167393846
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 65 -0.123720849938462
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 65 -0.224914874215385
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 65 -0.0808661161415385
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 65 -0.02555730718
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 65 -0.0499271579969231
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 65 -0.566943740307692
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 65 -0.656484178923077
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 65 -0.537156173076923
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 65 -0.609770194615385
22 "WALKING_UPSTAIRS" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 65 -0.653535092769231
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 65 0.254421625323077
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 65 -0.0262546579678462
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 65 -0.151156478153846
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.299768826923077
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 65 0.00965303735692308
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 65 0.0291374491753846
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 65 -0.0890657210889231
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.215286688541538
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 65 0.0574074385792308
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 65 -0.0137574654646154
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 65 0.0268266153692308
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 65 -0.357977611123077
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 65 -0.342519146410769
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 65 -0.622374941230769
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 65 -0.413863641538462
22 "WALKING_UPSTAIRS" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 65 -0.333776760875385
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 65 0.846746251846154
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 65 -0.311669190769231
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 65 -0.150993814896031
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.939968472153846
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 65 -0.919958052923077
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 65 -0.866811109384615
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 65 -0.0890657210889231
22 "WALKING_UPSTAIRS" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.215286688541538
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 65 -0.3718683424
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 65 -0.399468975538462
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 65 -0.246637559323077
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 65 -0.464924535272308
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 65 -0.163512728
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 65 -0.205229094630769
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 65 -0.397544220153846
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 65 -0.254678670815385
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 65 -0.651597583076923
22 "WALKING_UPSTAIRS" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 65 -0.681052411076923
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 65 -0.300122040646154
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 65 -0.117272578030923
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 65 -0.272692417656923
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 65 -0.301249689692308
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 65 0.00675876543538461
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 65 0.0900530794046154
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 65 -0.214513277692308
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 65 -0.340646883076923
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 65 -0.358113980953846
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 65 -0.348203838556923
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 65 -0.581621364307692
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 65 -0.418280866307692
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 65 -0.3841950776
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 65 -0.662458636153846
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 65 -0.314402451523077
22 "WALKING_UPSTAIRS" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 65 -0.364633321895385
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 54 -0.00923156347222222
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 54 -0.0930128180759259
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 54 0.169720404092593
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 54 -0.973102422222222
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 54 -0.961109291851852
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 54 -0.962073755
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 54 -0.930236462592593
23 "LAYING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 54 -0.947031781666667
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 54 -0.105019877685185
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 54 -0.0381230432222222
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 54 -0.0712156288333333
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 54 -0.975103204259259
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 54 -0.986855629814815
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 54 -0.983965359814815
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 54 -0.985068502037037
23 "LAYING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 54 -0.982698213703704
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 54 0.263559214981481
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 54 -0.0150031841055556
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 54 -0.110688150314815
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 54 -0.954193738888889
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 54 -0.941714042407407
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 54 -0.962667314814815
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 54 -0.954557603148148
23 "LAYING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 54 -0.931292216611111
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 54 0.0934494217777778
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 54 0.00693313213968518
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 54 -0.00641054328740741
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 54 -0.978302781111111
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 54 -0.942209488333333
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 54 -0.978511984259259
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 54 -0.970095771666667
23 "LAYING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 54 -0.960786430740741
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 54 -0.420664662222222
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 54 0.915165104259259
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 54 0.341531310555556
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 54 -0.921199965925926
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 54 -0.969816635740741
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 54 -0.976176608888889
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 54 -0.954557603148148
23 "LAYING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 54 -0.931292216611111
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 54 -0.967203736481481
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 54 -0.972187839074074
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 54 -0.961479262592593
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 54 -0.975094739444444
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 54 -0.956182500185185
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 54 -0.965807466666667
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 54 -0.961556660185185
23 "LAYING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 54 -0.947100325185185
23 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 54 -0.983609073333333
23 "LAYING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 54 -0.982543631666667
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 54 -0.958802077592593
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 54 -0.938883374444444
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 54 -0.967504278888889
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 54 -0.952464881481482
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 54 -0.946380971111111
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 54 -0.962154454259259
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 54 -0.939389701296296
23 "LAYING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 54 -0.937187975962963
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 54 -0.978542457407407
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 54 -0.943969987222222
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 54 -0.975383329444445
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 54 -0.980079292592593
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 54 -0.944366881666667
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 54 -0.980261236296296
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 54 -0.96228712537037
23 "LAYING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 54 -0.958037119259259
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 70 -0.0485381695285714
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 70 -0.0746654882285714
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 70 0.0951201314791428
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 70 -0.972005164
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 70 -0.959328954571429
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 70 -0.940016681
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 70 -0.931505449285714
23 "SITTING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 70 -0.936023436571429
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 70 -0.0958114841285714
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 70 -0.0440276144685714
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 70 -0.0485509549051429
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 70 -0.973373096857143
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 70 -0.985120574
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Z" 70 -0.974210890714286
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 70 -0.982392017714286
23 "SITTING" "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 70 -0.978774777
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 70 0.272721175228571
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 70 -0.00979037656857143
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 70 -0.107371162585714
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "X" 70 -0.982058369
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 70 -0.907068580485714
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 70 -0.935100428142857
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 70 -0.943566918714286
23 "SITTING" "Time" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 70 -0.926808441428571
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 70 0.0785897076428572
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 70 -0.00699030318671429
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 70 -0.011360381659
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 70 -0.979413509142857
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 70 -0.954214655
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 70 -0.979361426571429
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 70 -0.973623988142857
23 "SITTING" "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 70 -0.967971983857143
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "X" 70 0.896175842571429
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Y" 70 0.160413933426353
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "Mean" "Z" 70 0.103750349005714
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "X" 70 -0.981525981
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Y" 70 -0.945217174757143
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "NA" "SD" "Z" 70 -0.951797189857143
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 70 -0.943566918714286
23 "SITTING" "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "SD" "NA" 70 -0.926808441428571
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 70 -0.963958246571429
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 70 -0.967862308142857
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 70 -0.944698708
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "X" 70 -0.974702000142857
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 70 -0.955228274714286
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 70 -0.944092126
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 70 -0.953867836571429
23 "SITTING" "Freq" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 70 -0.936008391571429
23 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "Mean" "NA" 70 -0.979297865428571
23 "SITTING" "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "SD" "NA" 70 -0.979291874571429
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "X" 70 -0.979612818285714
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Y" 70 -0.920194379142857
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "Mean" "Z" 70 -0.953220431571429
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "X" 70 -0.983382335571429
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Y" 70 -0.906215179571429
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "NA" "SD" "Z" 70 -0.930255170285714
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "Mean" "NA" 70 -0.938441661285714
23 "SITTING" "Freq" "Body" "Accelerometer" "NA" "Magnitude" "SD" "NA" 70 -0.931596385
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "X" 70 -0.979492254
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Y" 70 -0.953905077142857
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "Mean" "Z" 70 -0.975604750571429
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "X" 70 -0.981227297285714
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Y" 70 -0.958161733857143
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "NA" "SD" "Z" 70 -0.981872479857143
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "Mean" "NA" 70 -0.967558566714286
23 "SITTING" "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "SD" "NA" 70 -0.967520216
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "X" 78 -0.0300175825611538
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Y" 78 -0.0662184282948718
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "Mean" "Z" 78 0.079078877525641
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "X" 78 -0.913160690769231
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Y" 78 -0.949889266666667
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "NA" "SD" "Z" 78 -0.921846453333333
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "Mean" "NA" 78 -0.908696791923077
23 "STANDING" "Time" "NA" "Gyroscope" "NA" "Magnitude" "SD" "NA" 78 -0.891932637692308
23 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "X" 78 -0.102878309179487
23 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Y" 78 -0.0432841723064103
23 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "Mean" "Z" 78 -0.0515994746802564
23 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "X" 78 -0.950490953461538
23 "STANDING" "Time" "NA" "Gyroscope" "Jerk" "NA" "SD" "Y" 78 -0.977450276282051
